id,routing_line_id/id,account_analytic_id/id,account_id/id
arl_contract_other_aa_8-7,arl_contract_other,aa_8-7,account_5111710
arl_contract_other_aa_31-2,arl_contract_other,aa_31-2,account_5111710
arl_contract_other_aa_31-5,arl_contract_other,aa_31-5,account_5111710
arl_contract_other_aa_31-7,arl_contract_other,aa_31-7,account_5111710
arl_contract_other_aa_31-7d2,arl_contract_other,aa_31-7d2,account_5111710
arl_contract_other_aa_31-8,arl_contract_other,aa_31-8,account_5111710
arl_contract_other_aa_31-9,arl_contract_other,aa_31-9,account_5111710
arl_contract_other_aa_31-9d,arl_contract_other,aa_31-9d,account_5111710
arl_contract_other_aa_43-1,arl_contract_other,aa_43-1,account_5111710
arl_contract_other_aa_43-2,arl_contract_other,aa_43-2,account_5111710
arl_contract_other_aa_44-1,arl_contract_other,aa_44-1,account_5111710
arl_contract_labor_aa_34-3,arl_contract_labor,aa_34-3,account_5112111
arl_contract_labor_aa_40-1,arl_contract_labor,aa_40-1,account_5112111
arl_contract_labor_aa_41-2,arl_contract_labor,aa_41-2,account_5112111
arl_contract_labor_aa_45-1,arl_contract_labor,aa_45-1,account_5112111
arl_contract_labor_aa_106-1,arl_contract_labor,aa_106-1,account_5112111
arl_contract_labor_aa_108-1,arl_contract_labor,aa_108-1,account_5112111
arl_contract_mats_aa_34-3,arl_contract_mats,aa_34-3,account_5112211
arl_contract_mats_aa_40-1,arl_contract_mats,aa_40-1,account_5112211
arl_contract_mats_aa_41-2,arl_contract_mats,aa_41-2,account_5112211
arl_contract_mats_aa_45-1,arl_contract_mats,aa_45-1,account_5112211
arl_contract_mats_aa_106-1,arl_contract_mats,aa_106-1,account_5112211
arl_contract_mats_aa_108-1,arl_contract_mats,aa_108-1,account_5112211
arl_contract_travel_aa_34-3,arl_contract_travel,aa_34-3,account_5112311
arl_contract_travel_aa_40-1,arl_contract_travel,aa_40-1,account_5112311
arl_contract_travel_aa_41-2,arl_contract_travel,aa_41-2,account_5112311
arl_contract_travel_aa_45-1,arl_contract_travel,aa_45-1,account_5112311
arl_contract_travel_aa_106-1,arl_contract_travel,aa_106-1,account_5112311
arl_contract_travel_aa_108-1,arl_contract_travel,aa_108-1,account_5112311
arl_contract_travel_owner_aa_34-3,arl_contract_travel_owner,aa_34-3,account_5112315
arl_contract_travel_owner_aa_40-1,arl_contract_travel_owner,aa_40-1,account_5112315
arl_contract_travel_owner_aa_41-2,arl_contract_travel_owner,aa_41-2,account_5112315
arl_contract_travel_owner_aa_45-1,arl_contract_travel_owner,aa_45-1,account_5112315
arl_contract_travel_owner_aa_106-1,arl_contract_travel_owner,aa_106-1,account_5112315
arl_contract_travel_owner_aa_108-1,arl_contract_travel_owner,aa_108-1,account_5112315
arl_contract_subs_external_aa_34-3,arl_contract_subs_external,aa_34-3,account_5112411
arl_contract_subs_external_aa_40-1,arl_contract_subs_external,aa_40-1,account_5112411
arl_contract_subs_external_aa_41-2,arl_contract_subs_external,aa_41-2,account_5112411
arl_contract_subs_external_aa_45-1,arl_contract_subs_external,aa_45-1,account_5112411
arl_contract_subs_external_aa_106-1,arl_contract_subs_external,aa_106-1,account_5112411
arl_contract_subs_external_aa_108-1,arl_contract_subs_external,aa_108-1,account_5112411
arl_contract_subs_interco_aa_34-3,arl_contract_subs_interco,aa_34-3,account_5112416
arl_contract_subs_interco_aa_40-1,arl_contract_subs_interco,aa_40-1,account_5112416
arl_contract_subs_interco_aa_41-2,arl_contract_subs_interco,aa_41-2,account_5112416
arl_contract_subs_interco_aa_45-1,arl_contract_subs_interco,aa_45-1,account_5112416
arl_contract_subs_interco_aa_106-1,arl_contract_subs_interco,aa_106-1,account_5112416
arl_contract_subs_interco_aa_108-1,arl_contract_subs_interco,aa_108-1,account_5112416
arl_contract_other_aa_34-3,arl_contract_other,aa_34-3,account_5112711
arl_contract_other_aa_40-1,arl_contract_other,aa_40-1,account_5112711
arl_contract_other_aa_41-2,arl_contract_other,aa_41-2,account_5112711
arl_contract_other_aa_45-1,arl_contract_other,aa_45-1,account_5112711
arl_contract_other_aa_106-1,arl_contract_other,aa_106-1,account_5112711
arl_contract_other_aa_108-1,arl_contract_other,aa_108-1,account_5112711
arl_contract_labor_aa_950a,arl_contract_labor,aa_950a,account_5112121
arl_contract_labor_aa_950b,arl_contract_labor,aa_950b,account_5112121
arl_contract_labor_aa_950c,arl_contract_labor,aa_950c,account_5112121
arl_contract_labor_aa_950d,arl_contract_labor,aa_950d,account_5112121
arl_contract_labor_aa_950g,arl_contract_labor,aa_950g,account_5112121
arl_contract_labor_aa_950h,arl_contract_labor,aa_950h,account_5112121
arl_contract_labor_aa_960a,arl_contract_labor,aa_960a,account_5112121
arl_contract_labor_aa_960b,arl_contract_labor,aa_960b,account_5112121
arl_contract_labor_aa_960c,arl_contract_labor,aa_960c,account_5112121
arl_contract_labor_aa_960d,arl_contract_labor,aa_960d,account_5112121
arl_contract_labor_aa_960g,arl_contract_labor,aa_960g,account_5112121
arl_contract_labor_aa_960h,arl_contract_labor,aa_960h,account_5112121
arl_contract_labor_aa_970a,arl_contract_labor,aa_970a,account_5112121
arl_contract_labor_aa_970b,arl_contract_labor,aa_970b,account_5112121
arl_contract_labor_aa_970c,arl_contract_labor,aa_970c,account_5112121
arl_contract_labor_aa_970d,arl_contract_labor,aa_970d,account_5112121
arl_contract_mats_aa_950a,arl_contract_mats,aa_950a,account_5112221
arl_contract_mats_aa_950b2,arl_contract_mats,aa_950b2,account_5112221
arl_contract_mats_aa_950c,arl_contract_mats,aa_950c,account_5112221
arl_contract_mats_aa_950d,arl_contract_mats,aa_950d,account_5112221
arl_contract_mats_aa_950e,arl_contract_mats,aa_950e,account_5112221
arl_contract_mats_aa_950g,arl_contract_mats,aa_950g,account_5112221
arl_contract_mats_aa_960a,arl_contract_mats,aa_960a,account_5112221
arl_contract_mats_aa_960b2,arl_contract_mats,aa_960b2,account_5112221
arl_contract_mats_aa_960c,arl_contract_mats,aa_960c,account_5112221
arl_contract_mats_aa_960d,arl_contract_mats,aa_960d,account_5112221
arl_contract_mats_aa_960e,arl_contract_mats,aa_960e,account_5112221
arl_contract_mats_aa_960g,arl_contract_mats,aa_960g,account_5112221
arl_contract_mats_aa_970,arl_contract_mats,aa_970,account_5112221
arl_contract_mats_aa_970a1,arl_contract_mats,aa_970a1,account_5112221
arl_contract_mats_aa_970a2,arl_contract_mats,aa_970a2,account_5112221
arl_contract_mats_aa_970a3,arl_contract_mats,aa_970a3,account_5112221
arl_contract_mats_aa_970b1,arl_contract_mats,aa_970b1,account_5112221
arl_contract_mats_aa_970b2,arl_contract_mats,aa_970b2,account_5112221
arl_contract_mats_aa_970b3,arl_contract_mats,aa_970b3,account_5112221
arl_contract_mats_aa_970c1,arl_contract_mats,aa_970c1,account_5112221
arl_contract_mats_aa_970c2,arl_contract_mats,aa_970c2,account_5112221
arl_contract_mats_aa_970c3,arl_contract_mats,aa_970c3,account_5112221
arl_contract_mats_aa_970c4,arl_contract_mats,aa_970c4,account_5112221
arl_contract_mats_aa_970c5,arl_contract_mats,aa_970c5,account_5112221
arl_contract_mats_aa_970d,arl_contract_mats,aa_970d,account_5112221
arl_contract_travel_aa_950,arl_contract_travel,aa_950,account_5112321
arl_contract_travel_aa_950c,arl_contract_travel,aa_950c,account_5112321
arl_contract_travel_aa_950d,arl_contract_travel,aa_950d,account_5112321
arl_contract_travel_aa_960,arl_contract_travel,aa_960,account_5112321
arl_contract_travel_aa_960c,arl_contract_travel,aa_960c,account_5112321
arl_contract_travel_aa_960d,arl_contract_travel,aa_960d,account_5112321
arl_contract_travel_aa_970,arl_contract_travel,aa_970,account_5112321
arl_contract_travel_owner_aa_950,arl_contract_travel_owner,aa_950,account_5112325
arl_contract_travel_owner_aa_950d,arl_contract_travel_owner,aa_950d,account_5112325
arl_contract_travel_owner_aa_960,arl_contract_travel_owner,aa_960,account_5112325
arl_contract_travel_owner_aa_960d,arl_contract_travel_owner,aa_960d,account_5112325
arl_contract_travel_owner_aa_970,arl_contract_travel_owner,aa_970,account_5112325
arl_contract_subs_external_aa_950,arl_contract_subs_external,aa_950,account_5112421
arl_contract_subs_external_aa_950c,arl_contract_subs_external,aa_950c,account_5112421
arl_contract_subs_external_aa_950d,arl_contract_subs_external,aa_950d,account_5112421
arl_contract_subs_external_aa_960,arl_contract_subs_external,aa_960,account_5112421
arl_contract_subs_external_aa_960c,arl_contract_subs_external,aa_960c,account_5112421
arl_contract_subs_external_aa_960d,arl_contract_subs_external,aa_960d,account_5112421
arl_contract_subs_external_aa_970,arl_contract_subs_external,aa_970,account_5112421
arl_contract_subs_interco_aa_950,arl_contract_subs_interco,aa_950,account_5112426
arl_contract_subs_interco_aa_950c,arl_contract_subs_interco,aa_950c,account_5112426
arl_contract_subs_interco_aa_950d,arl_contract_subs_interco,aa_950d,account_5112426
arl_contract_subs_interco_aa_960,arl_contract_subs_interco,aa_960,account_5112426
arl_contract_subs_interco_aa_960c,arl_contract_subs_interco,aa_960c,account_5112426
arl_contract_subs_interco_aa_960d,arl_contract_subs_interco,aa_960d,account_5112426
arl_contract_subs_interco_aa_970,arl_contract_subs_interco,aa_970,account_5112426
arl_contract_other_aa_950,arl_contract_other,aa_950,account_5112721
arl_contract_other_aa_950c,arl_contract_other,aa_950c,account_5112721
arl_contract_other_aa_950d,arl_contract_other,aa_950d,account_5112721
arl_contract_other_aa_960,arl_contract_other,aa_960,account_5112721
arl_contract_other_aa_960c,arl_contract_other,aa_960c,account_5112721
arl_contract_other_aa_960d,arl_contract_other,aa_960d,account_5112721
arl_contract_other_aa_970,arl_contract_other,aa_970,account_5112721
arl_irad_labor_aa_r19,arl_irad_labor,aa_r19,account_7111100
arl_irad_labor_aa_r19c,arl_irad_labor,aa_r19c,account_7111100
arl_irad_labor_aa_r60,arl_irad_labor,aa_r60,account_7111100
arl_irad_labor_aa_r61,arl_irad_labor,aa_r61,account_7111100
arl_irad_labor_aa_r62,arl_irad_labor,aa_r62,account_7111100
arl_irad_labor_aa_r65,arl_irad_labor,aa_r65,account_7111100
arl_irad_labor_aa_r66,arl_irad_labor,aa_r66,account_7111100
arl_irad_labor_aa_r67,arl_irad_labor,aa_r67,account_7111100
arl_irad_labor_aa_r68,arl_irad_labor,aa_r68,account_7111100
arl_irad_labor_aa_r69,arl_irad_labor,aa_r69,account_7111100
arl_irad_labor_aa_r70,arl_irad_labor,aa_r70,account_7111100
arl_irad_labor_aa_r75,arl_irad_labor,aa_r75,account_7111100
arl_irad_labor_aa_r76,arl_irad_labor,aa_r76,account_7111100
arl_irad_labor_aa_r80a,arl_irad_labor,aa_r80a,account_7111100
arl_irad_labor_aa_r85a,arl_irad_labor,aa_r85a,account_7111100
arl_irad_labor_aa_r90a,arl_irad_labor,aa_r90a,account_7111100
arl_irad_labor_aa_r100a,arl_irad_labor,aa_r100a,account_7111100
arl_irad_labor_aa_r100b,arl_irad_labor,aa_r100b,account_7111100
arl_irad_labor_aa_r100c,arl_irad_labor,aa_r100c,account_7111100
arl_irad_labor_aa_r101,arl_irad_labor,aa_r101,account_7111100
arl_irad_labor_aa_r102,arl_irad_labor,aa_r102,account_7111100
arl_irad_labor_aa_r103a,arl_irad_labor,aa_r103a,account_7111100
arl_irad_labor_aa_r103b,arl_irad_labor,aa_r103b,account_7111100
arl_irad_labor_aa_r103c,arl_irad_labor,aa_r103c,account_7111100
arl_irad_labor_aa_r104,arl_irad_labor,aa_r104,account_7111100
arl_irad_labor_aa_r105,arl_irad_labor,aa_r105,account_7111100
arl_irad_labor_aa_r106,arl_irad_labor,aa_r106,account_7111100
arl_irad_labor_aa_r107,arl_irad_labor,aa_r107,account_7111100
arl_irad_labor_aa_r108a,arl_irad_labor,aa_r108a,account_7111100
arl_irad_labor_aa_r108b,arl_irad_labor,aa_r108b,account_7111100
arl_irad_labor_aa_r108c,arl_irad_labor,aa_r108c,account_7111100
arl_irad_mats_aa_r19,arl_irad_mats,aa_r19,account_7112100
arl_irad_mats_aa_r60,arl_irad_mats,aa_r60,account_7112100
arl_irad_mats_aa_r61,arl_irad_mats,aa_r61,account_7112100
arl_irad_mats_aa_r62,arl_irad_mats,aa_r62,account_7112100
arl_irad_mats_aa_r65,arl_irad_mats,aa_r65,account_7112100
arl_irad_mats_aa_r66,arl_irad_mats,aa_r66,account_7112100
arl_irad_mats_aa_r67,arl_irad_mats,aa_r67,account_7112100
arl_irad_mats_aa_r68,arl_irad_mats,aa_r68,account_7112100
arl_irad_mats_aa_r69,arl_irad_mats,aa_r69,account_7112100
arl_irad_mats_aa_r70,arl_irad_mats,aa_r70,account_7112100
arl_irad_mats_aa_r75,arl_irad_mats,aa_r75,account_7112100
arl_irad_mats_aa_r76,arl_irad_mats,aa_r76,account_7112100
arl_irad_mats_aa_r80a,arl_irad_mats,aa_r80a,account_7112100
arl_irad_mats_aa_r85a,arl_irad_mats,aa_r85a,account_7112100
arl_irad_mats_aa_r90a,arl_irad_mats,aa_r90a,account_7112100
arl_irad_mats_aa_r100,arl_irad_mats,aa_r100,account_7112100
arl_irad_mats_aa_r101,arl_irad_mats,aa_r101,account_7112100
arl_irad_mats_aa_r102,arl_irad_mats,aa_r102,account_7112100
arl_irad_mats_aa_r103,arl_irad_mats,aa_r103,account_7112100
arl_irad_mats_aa_r104,arl_irad_mats,aa_r104,account_7112100
arl_irad_mats_aa_r105,arl_irad_mats,aa_r105,account_7112100
arl_irad_mats_aa_r106,arl_irad_mats,aa_r106,account_7112100
arl_irad_mats_aa_r107,arl_irad_mats,aa_r107,account_7112100
arl_irad_mats_aa_r108,arl_irad_mats,aa_r108,account_7112100
arl_irad_travel_aa_r19,arl_irad_travel,aa_r19,account_7113100
arl_irad_travel_aa_r60,arl_irad_travel,aa_r60,account_7113100
arl_irad_travel_aa_r61,arl_irad_travel,aa_r61,account_7113100
arl_irad_travel_aa_r62,arl_irad_travel,aa_r62,account_7113100
arl_irad_travel_aa_r65,arl_irad_travel,aa_r65,account_7113100
arl_irad_travel_aa_r66,arl_irad_travel,aa_r66,account_7113100
arl_irad_travel_aa_r67,arl_irad_travel,aa_r67,account_7113100
arl_irad_travel_aa_r68,arl_irad_travel,aa_r68,account_7113100
arl_irad_travel_aa_r69,arl_irad_travel,aa_r69,account_7113100
arl_irad_travel_aa_r70,arl_irad_travel,aa_r70,account_7113100
arl_irad_travel_aa_r75,arl_irad_travel,aa_r75,account_7113100
arl_irad_travel_aa_r76,arl_irad_travel,aa_r76,account_7113100
arl_irad_travel_aa_r80a,arl_irad_travel,aa_r80a,account_7113100
arl_irad_travel_aa_r85a,arl_irad_travel,aa_r85a,account_7113100
arl_irad_travel_aa_r90a,arl_irad_travel,aa_r90a,account_7113100
arl_irad_travel_aa_r100,arl_irad_travel,aa_r100,account_7113100
arl_irad_travel_aa_r101,arl_irad_travel,aa_r101,account_7113100
arl_irad_travel_aa_r102,arl_irad_travel,aa_r102,account_7113100
arl_irad_travel_aa_r103,arl_irad_travel,aa_r103,account_7113100
arl_irad_travel_aa_r104,arl_irad_travel,aa_r104,account_7113100
arl_irad_travel_aa_r105,arl_irad_travel,aa_r105,account_7113100
arl_irad_travel_aa_r106,arl_irad_travel,aa_r106,account_7113100
arl_irad_travel_aa_r107,arl_irad_travel,aa_r107,account_7113100
arl_irad_travel_aa_r108,arl_irad_travel,aa_r108,account_7113100
arl_irad_travel_owner_aa_r19,arl_irad_travel_owner,aa_r19,account_7113155
arl_irad_travel_owner_aa_r60,arl_irad_travel_owner,aa_r60,account_7113155
arl_irad_travel_owner_aa_r61,arl_irad_travel_owner,aa_r61,account_7113155
arl_irad_travel_owner_aa_r62,arl_irad_travel_owner,aa_r62,account_7113155
arl_irad_travel_owner_aa_r65,arl_irad_travel_owner,aa_r65,account_7113155
arl_irad_travel_owner_aa_r66,arl_irad_travel_owner,aa_r66,account_7113155
arl_irad_travel_owner_aa_r67,arl_irad_travel_owner,aa_r67,account_7113155
arl_irad_travel_owner_aa_r68,arl_irad_travel_owner,aa_r68,account_7113155
arl_irad_travel_owner_aa_r69,arl_irad_travel_owner,aa_r69,account_7113155
arl_irad_travel_owner_aa_r70,arl_irad_travel_owner,aa_r70,account_7113155
arl_irad_travel_owner_aa_r75,arl_irad_travel_owner,aa_r75,account_7113155
arl_irad_travel_owner_aa_r76,arl_irad_travel_owner,aa_r76,account_7113155
arl_irad_travel_owner_aa_r80a,arl_irad_travel_owner,aa_r80a,account_7113155
arl_irad_travel_owner_aa_r85a,arl_irad_travel_owner,aa_r85a,account_7113155
arl_irad_travel_owner_aa_r90a,arl_irad_travel_owner,aa_r90a,account_7113155
arl_irad_travel_owner_aa_r100,arl_irad_travel_owner,aa_r100,account_7113155
arl_irad_travel_owner_aa_r101,arl_irad_travel_owner,aa_r101,account_7113155
arl_irad_travel_owner_aa_r102,arl_irad_travel_owner,aa_r102,account_7113155
arl_irad_travel_owner_aa_r103,arl_irad_travel_owner,aa_r103,account_7113155
arl_irad_travel_owner_aa_r104,arl_irad_travel_owner,aa_r104,account_7113155
arl_irad_travel_owner_aa_r105,arl_irad_travel_owner,aa_r105,account_7113155
arl_irad_travel_owner_aa_r106,arl_irad_travel_owner,aa_r106,account_7113155
arl_irad_travel_owner_aa_r107,arl_irad_travel_owner,aa_r107,account_7113155
arl_irad_travel_owner_aa_r108,arl_irad_travel_owner,aa_r108,account_7113155
arl_irad_subs_external_aa_r19,arl_irad_subs_external,aa_r19,account_7114100
arl_irad_subs_external_aa_r60,arl_irad_subs_external,aa_r60,account_7114100
arl_irad_subs_external_aa_r61,arl_irad_subs_external,aa_r61,account_7114100
arl_irad_subs_external_aa_r62,arl_irad_subs_external,aa_r62,account_7114100
arl_irad_subs_external_aa_r65,arl_irad_subs_external,aa_r65,account_7114100
arl_irad_subs_external_aa_r66,arl_irad_subs_external,aa_r66,account_7114100
arl_irad_subs_external_aa_r67,arl_irad_subs_external,aa_r67,account_7114100
arl_irad_subs_external_aa_r68,arl_irad_subs_external,aa_r68,account_7114100
arl_irad_subs_external_aa_r69,arl_irad_subs_external,aa_r69,account_7114100
arl_irad_subs_external_aa_r70,arl_irad_subs_external,aa_r70,account_7114100
arl_irad_subs_external_aa_r75,arl_irad_subs_external,aa_r75,account_7114100
